order_id,order_value,order_status,order_value_original,num_items,total_quantity,total_value,num_users,num_suppliers
order_420,1984.76,Approved,4568.583230043886,5,24,1984.76,4,4
order_421,217.92,Approved,21307.60953888825,2,8,217.92,4,1
order_422,795.96,Approved,31858.503656147972,2,4,795.96,4,2
order_423,1749.95,Rejected,10527.326600245757,1,5,1749.95,2,1
order_424,599.91,Approved,35121.35827403474,2,9,599.91,4,2
order_425,47.92,Approved,25224.48128151141,1,8,47.92,4,1
order_426,94.95,Approved,12955.237539343503,1,5,94.95,4,1
order_427,17.97,Approved,33146.84254447742,1,3,17.97,4,1
order_428,7244.89,Approved,1271.6960887635562,2,11,7244.89,4,2
order_429,2712.96,Approved,37797.25935430517,2,4,2712.9599999999996,4,2
order_430,104.96,Approved,38732.26324012723,2,4,104.96,4,2
order_431,12.99,Approved,6222.7775316134075,1,1,12.99,4,1
order_432,90.93,Approved,21832.163503193973,1,7,90.93,4,1
order_433,62.97,Approved,9618.447403620052,2,3,62.97,4,2
order_434,16.99,Approved,47940.33607169745,1,1,16.99,4,1
order_435,2699.97,Rejected,26379.9297717433,1,3,2699.97,2,1
order_436,39.98,Approved,3460.700871891405,1,2,39.98,4,1
order_437,12.99,Rejected,13210.715703338612,1,1,12.99,2,1
order_438,359.96,Approved,42568.48102023133,1,4,359.96,4,1
order_439,699.98,Approved,23366.629448038457,1,2,699.98,4,1
order_440,8.99,Rejected,40269.413484390956,1,1,8.99,3,1
order_441,283.86,Approved,33711.3088967313,3,14,283.86,4,3
order_442,249.99,Approved,49406.73020025595,1,1,249.99,4,1
order_443,305.97,Approved,30177.163605001566,2,3,305.97,4,2
order_444,127.97,Approved,47551.94081371464,2,3,127.97,4,2
order_445,59.99,Rejected,44679.870364711416,1,1,59.99,2,1
order_446,89.97,Rejected,31019.96381532638,1,3,89.97,2,1
order_447,416.94,Approved,36244.42410252239,2,6,416.94000000000005,4,2
order_448,51.96,Rejected,25734.130076395697,1,4,51.96,2,1
order_449,2524.87,Approved,41697.889316349334,4,13,2524.87,4,4
order_450,159.94,Approved,27845.72557993059,2,6,159.94,4,2
order_451,8.99,Approved,44963.19705842985,1,1,8.99,4,1
order_452,1699.95,Approved,37439.11666581966,2,5,1699.95,4,2
order_453,209.85,Approved,24259.047404329613,3,15,209.85,4,3
order_454,4099.94,Approved,13700.385874785949,2,6,4099.9400000000005,4,1
order_455,212.94,Approved,13114.747137973318,2,6,212.94,4,2
order_456,399.98,Approved,32245.41040203166,1,2,399.98,4,1
order_457,175.97,Approved,38524.87053056111,3,3,175.97,4,3
order_458,60.97,Approved,26543.69082857112,2,3,60.97,4,2
order_459,295.95,Approved,31710.673412107284,2,5,295.95,4,2
order_460,269.91,Approved,14455.274898959377,1,9,269.91,4,1
order_461,599.97,Approved,4796.684339372056,1,3,599.97,4,1
order_462,269.97,Approved,15000.679392294473,1,3,269.97,4,1
order_463,699.98,Approved,14314.040247027046,1,2,699.98,4,1
order_464,899.99,Approved,16665.76885251935,1,1,899.99,4,1
order_465,38.97,Approved,27467.458903404364,1,3,38.97,4,1
order_466,38.97,Approved,7780.32901429163,1,3,38.97,4,1
order_467,389.94,Approved,12331.812506681152,2,6,389.94000000000005,4,2
order_468,759.94,Approved,35003.54080265356,2,6,759.94,4,2
order_469,297.48,Approved,35614.53794303306,2,5,297.48,4,2
order_470,489.93,Approved,4147.213684980025,1,7,489.93,4,1
order_471,2899.92,Approved,20972.36911366275,2,8,2899.9199999999996,4,2
order_472,209.93,Approved,27587.945884691853,1,7,209.93,4,1
order_473,349.99,Approved,21372.93747105464,1,1,349.99,4,1
order_474,299.98,Approved,11134.885086206103,1,2,299.98,4,1
order_475,25.98,Approved,21587.032370897854,1,2,25.98,4,1
order_476,1481.92,Approved,45337.08543866867,5,8,1481.92,4,4
order_477,175.97,Approved,29619.891296007034,4,11,175.97,4,3
order_478,23.96,Approved,35080.626338400434,1,4,23.96,4,1
order_479,8524.87,Approved,42979.86958289278,3,23,8524.87,4,3
order_480,1264.88,Approved,38514.134229785406,4,12,1264.8799999999999,4,4
order_481,183.96,Approved,19638.67041745787,1,4,183.96,4,1
order_482,25.0,Rejected,1288.9080956156606,1,2,25.0,2,1
order_483,175.88,Rejected,18236.18133091941,2,12,175.88,2,2
order_484,99.96,Approved,37920.281127909904,1,4,99.96,4,1
order_485,199.99,Approved,42818.949577886124,1,1,199.99,4,1
order_486,379.84,Rejected,47718.086585035206,3,16,379.84000000000003,2,3
order_487,4499.95,Approved,21532.04284886127,1,5,4499.95,4,1
order_488,119.97,Approved,37628.267779924485,1,3,119.97,4,1
order_489,1875.94,Approved,27760.483176958114,2,6,1875.94,4,2
order_490,179.9,Approved,30559.376858120824,2,10,179.89999999999998,4,2
order_491,64.95,Approved,11806.396021867125,1,5,64.95,4,1
order_492,152.91,Approved,11751.660096450372,1,9,152.91,4,1
order_493,12.99,Approved,22355.962826285195,1,1,12.99,4,1
order_494,314.89,Approved,2422.2161773890466,3,13,314.89,4,2
order_495,69.99,Approved,17470.34764122074,1,1,69.99,4,1
order_496,132.93,Approved,34277.95236638914,1,7,132.93,4,1
order_497,269.97,Approved,20811.516787744218,1,3,269.97,4,1
order_498,167.88,Approved,9087.191828971932,3,12,167.88,4,3
order_499,1379.94,Approved,23902.117312383198,3,6,1379.94,4,3
order_500,129.99,Approved,7253.762066776874,1,1,129.99,4,1
order_501,199.94,Approved,31490.591087729168,2,6,199.94,4,2
order_502,149.94,Approved,2321.356143351747,1,6,149.94,4,1
order_503,38.97,Approved,20306.992560645533,1,3,38.97,4,1
order_504,119.94,Approved,28655.207168213932,1,6,119.94,4,1
order_505,220.94,Approved,2328.0002706753094,2,6,220.94,4,2
order_506,399.93,Approved,32494.732752457454,2,7,399.92999999999995,4,2
order_507,418.9,Approved,7649.274874297648,5,10,418.9,4,5
order_508,519.84,Approved,23623.223758524073,4,16,519.84,4,4
order_509,174.95,Approved,3463.94704094275,1,5,174.95,4,1
order_510,1199.9,Approved,19576.08934521884,3,10,1199.9,4,3
order_511,174.93,Approved,11371.353926362595,1,7,174.93,4,1
order_512,719.92,Approved,17015.444439184117,1,8,719.92,4,1
order_513,75.96,Approved,38300.25568680733,1,4,75.96,4,1
order_514,104.99,Approved,19577.184562642677,2,7,104.99,4,2
order_515,76.95,Approved,37848.481354184456,2,5,76.94999999999999,4,2
order_516,29.99,Approved,41764.289972608356,1,1,29.99,4,1
order_517,359.96,Rejected,13361.305057336649,1,4,359.96,2,1
order_518,244.93,Approved,5013.405405320485,1,7,244.93,4,1
order_519,296.93,Approved,1949.7810654505238,2,7,296.93,4,2
order_520,1002.35,Approved,27431.53334820415,3,18,1002.35,4,3
order_521,12.99,Approved,49995.48359695125,1,1,12.99,4,1
order_522,899.99,Approved,18148.056842289014,1,1,899.99,4,1
order_523,19.99,Approved,32857.06056924387,1,1,19.99,4,1
order_524,207.46,Approved,39280.41943093385,3,5,207.46,4,3
order_525,421.78,Approved,32935.978106950584,4,22,421.78000000000003,4,4
order_526,3677.9,Approved,37957.42699891678,2,10,3677.9,4,2
order_527,249.99,Approved,47530.97490308346,1,1,249.99,4,1
order_528,422.9,Approved,10768.673435764113,4,10,422.9,4,4
order_529,45.98,Approved,1998.6208486962848,2,2,45.980000000000004,4,2
order_530,1123.89,Approved,8466.734943454729,3,11,1123.89,4,3
order_531,1264.92,Rejected,7184.827768836106,3,10,1264.92,2,3
order_532,2957.29,Approved,33803.48338637562,5,22,2957.29,4,5
order_533,464.95,Approved,28634.50951457094,3,5,464.95000000000005,4,3
order_534,744.89,Approved,11680.262504418679,3,11,744.89,4,3
order_535,59.99,Approved,35273.78359106139,1,1,59.99,4,1
order_536,2439.85,Rejected,38578.0068194558,4,15,2439.8500000000004,3,3
order_537,1359.86,Approved,9221.66802502231,2,14,1359.8600000000001,4,2
order_538,47.94,Approved,30755.127200655654,2,6,47.94,4,2
order_539,249.99,Approved,37648.356945809006,1,1,249.99,4,1
order_540,8.99,Approved,6612.110697565986,1,1,8.99,4,1
order_541,1817.95,Approved,41145.75754124317,2,5,1817.95,4,2
order_542,455.96,Approved,48271.31787867029,2,4,455.96000000000004,4,2
order_543,37.98,Approved,6296.838733222722,1,2,37.98,4,1
order_544,369.93,Approved,2258.242849375835,2,7,369.93,4,2
order_545,101.9,Approved,16285.904975340065,2,10,101.9,4,2
order_546,1375.82,Approved,34190.01705567003,3,18,1375.8200000000002,4,3
order_547,15.99,Approved,47950.4690720889,1,1,15.99,4,1
order_548,149.95,Approved,20436.06763431474,1,5,149.95,4,1
order_549,85.98,Approved,36035.72054742395,2,2,85.98,4,2
order_550,547.88,Approved,4723.827414309938,4,12,547.88,4,4
order_551,87.48,Approved,34840.10638071604,3,3,87.48,4,2
order_552,2716.96,Approved,31734.877384451178,2,4,2716.9599999999996,4,2
order_553,59.99,Approved,5993.16396685285,1,1,59.99,4,1
order_554,499.88,Approved,38851.56336260998,2,12,499.88,4,2
order_555,8.99,Approved,42664.36871535102,1,1,8.99,4,1
order_556,77.94,Approved,30420.16912602536,1,6,77.94,4,1
order_557,829.91,Approved,6931.698188298441,2,9,829.9100000000001,4,2
order_558,409.91,Approved,49208.37322421889,3,9,409.90999999999997,4,3
order_559,349.99,Approved,39349.13197168996,1,1,349.99,4,1
order_560,499.93,Approved,18012.984500114002,2,7,499.93,4,2
order_561,242.91,Approved,21990.52264850248,3,9,242.91,4,3
order_562,2229.9,Approved,19157.972934684753,3,10,2229.9,4,3
order_563,29.99,Approved,25792.078694176816,1,1,29.99,4,1
order_564,50.97,Approved,17720.327568202876,1,3,50.97,4,1
order_565,1070.94,Approved,42629.20572297929,3,6,1070.94,4,3
order_566,25.98,Approved,41294.214986412844,1,2,25.98,4,1
order_567,29.98,Approved,6171.404661555931,1,2,29.98,4,1
order_568,149.95,Approved,48078.59079351435,1,5,149.95,4,1
order_569,62.5,Approved,32143.67019897085,1,5,62.5,4,1
order_570,3499.9,Approved,41606.65823912045,1,10,3499.9,4,1
order_571,351.9,Approved,35658.12354159777,4,10,351.9,4,3
order_572,2119.92,Approved,22338.870105376176,4,8,2119.92,4,4
order_573,599.96,Approved,36955.9698966562,1,4,599.96,4,1
order_574,259.98,Approved,48308.212830665805,1,2,259.98,4,1
order_575,560.84,Approved,14234.037422982641,5,16,560.84,4,5
order_576,1400.87,Approved,40601.76172153104,5,13,1400.8700000000001,4,5
order_577,297.93,Approved,27370.472415964534,2,7,297.92999999999995,4,2
order_578,7517.8,Approved,24691.37769027661,3,20,7517.8,4,3
order_579,212.97,Approved,22343.15015719082,3,3,212.97000000000003,4,2
order_580,329.92,Approved,36820.28450095099,2,8,329.91999999999996,4,2
order_581,299.92,Approved,14151.381364412042,2,8,299.92,4,2
order_582,2229.88,Approved,42733.94484094726,3,12,2229.88,4,3
order_583,12.5,Approved,41705.81992563957,1,1,12.5,4,1
order_584,1192.91,Approved,5246.4820047280455,4,9,1192.91,4,2
order_585,89.99,Approved,44199.928016135826,1,1,89.99,4,1
order_586,62.93,Rejected,12949.308520356843,1,7,62.93,2,1
order_587,1134.95,Approved,23770.714863558354,3,5,1134.95,4,3
order_588,908.98,Approved,30906.25350729551,2,2,908.98,4,2
order_589,149.99,Approved,19570.47590228494,1,1,149.99,4,1
order_590,2039.87,Approved,2406.2998907343895,2,13,2039.8700000000001,4,2
order_591,527.91,Approved,42696.68897931049,2,9,527.9100000000001,4,2
order_592,3101.9,Approved,9910.153000726898,4,10,3101.8999999999996,4,4
order_593,262.48,Approved,11393.872658807211,3,9,262.48,4,3
order_594,539.94,Approved,40093.78548457673,1,6,539.94,4,1
order_595,4056.83,Approved,17676.6033150499,5,17,4056.83,4,5
order_596,1013.82,Approved,44135.67900815304,3,18,1013.82,4,3
order_597,209.97,Approved,35358.00376627788,1,3,209.97,4,1
order_598,119.96,Approved,14537.16021205306,1,4,119.96,4,1
order_599,229.37,Approved,1497.4046074951784,4,14,229.37,4,3
order_600,261.9,Approved,47455.06631107453,2,10,261.9,4,2
order_601,74.95,Approved,5195.0351359430415,1,5,74.95,4,1
order_602,209.93,Approved,36283.65854110552,1,7,209.93,4,1
order_603,399.98,Approved,24940.31449559058,1,2,399.98,4,1
order_604,25.98,Approved,38150.06802064086,1,2,25.98,4,1
order_605,1273.82,Approved,34839.857632879626,5,20,1273.8200000000002,4,4
order_606,69.99,Approved,32649.242087306662,1,1,69.99,4,1
order_607,369.97,Approved,25050.24541885072,3,3,369.97,4,3
order_608,75.96,Approved,39853.71053848355,1,4,75.96,4,1
order_609,323.84,Approved,5559.6141771789125,3,16,323.84,4,3
order_610,399.98,Approved,11858.223623153977,1,2,399.98,4,1
order_611,649.97,Approved,34897.57060946489,2,3,649.97,4,2
order_612,249.99,Approved,16004.095476374332,1,1,249.99,4,1
order_613,549.86,Approved,29496.223681285992,2,14,549.86,4,2
order_614,34.99,Approved,24189.763949216715,1,1,34.99,4,1
order_615,129.46,Approved,27015.174626142623,3,7,129.46,4,3
order_616,89.99,Approved,21849.686822555523,1,1,89.99,4,1
order_617,388.88,Approved,37550.83639896687,3,12,388.88,4,3
order_618,54.97,Rejected,17208.773562600578,2,3,54.97,2,2
order_619,279.96,Rejected,35439.89216710268,1,4,279.96,2,1
order_620,279.92,Approved,14274.90492183362,1,8,279.92,4,1
order_621,242.94,Approved,13318.780133846134,2,6,242.94,4,2
order_622,141.93,Approved,6912.138352862985,2,7,141.93,4,2
order_623,621.89,Approved,10436.630379124352,5,11,621.89,4,5
order_624,8.99,Approved,6858.182321497588,1,1,8.99,4,1
order_625,179.94,Approved,27257.334303803742,1,6,179.94,4,1
order_626,144.9,Approved,38347.29086472104,2,10,144.9,4,2
order_627,113.94,Approved,10072.342279445436,1,6,113.94,4,1
order_628,899.99,Approved,11602.847354051679,1,1,899.99,4,1
order_629,6632.84,Approved,24725.730773422725,4,16,6632.839999999999,4,4
order_630,152.91,Approved,36504.665053559525,1,9,152.91,4,1
order_631,1646.85,Approved,48853.74412126978,5,15,1646.85,4,5
order_632,814.85,Approved,26707.206586321783,5,15,814.85,4,3
order_633,28.98,Approved,14866.936460472796,2,2,28.98,4,2
order_634,303.87,Approved,5925.779296448747,4,13,303.87,4,3
order_635,5.99,Approved,10511.761326462598,1,1,5.99,4,1
order_636,113.94,Approved,12146.67501064518,1,6,113.94,4,1
order_637,1080.37,Approved,9792.635640584764,5,14,1080.3700000000001,4,5
order_638,1673.92,Approved,1693.2699955471278,4,14,1673.92,4,3
order_639,8.99,Approved,27172.6193741155,1,1,8.99,4,1
order_640,479.8,Approved,14441.255012380097,4,20,479.8,4,4
order_641,1027.89,Approved,48740.451624034155,5,11,1027.8899999999999,4,5
order_642,174.95,Approved,28114.589373131806,2,9,174.95,4,2
order_643,1158.9,Approved,35173.45225259953,4,10,1158.9,4,4
order_644,412.4,Rejected,7187.695154962036,2,11,412.4,2,2
order_645,2138.95,Approved,43554.59866588426,4,5,2138.95,4,4
order_646,1891.88,Approved,25053.056031665164,5,12,1891.88,4,4
order_647,466.92,Approved,43763.2670149282,3,8,466.92,4,3
order_648,4591.91,Rejected,29129.14676169028,5,11,4591.91,3,4
order_649,59.97,Rejected,24000.450301595,1,3,59.97,2,1
order_650,89.97,Approved,22582.971108664504,1,3,89.97,4,1
order_651,1746.88,Approved,10033.819849114005,4,12,1746.88,4,3
order_652,660.94,Approved,3517.459141995314,3,6,660.94,4,3
order_653,56.98,Approved,47112.11624163706,2,2,56.980000000000004,4,2
order_654,1134.88,Approved,24408.730176018697,3,12,1134.88,4,2
order_655,5.99,Approved,41283.66661967209,1,1,5.99,4,1
order_656,16.99,Approved,20634.66467034505,1,1,16.99,4,1
order_657,712.9,Approved,4630.026342526349,4,10,712.9000000000001,4,4
order_658,44.97,Approved,31842.83964064792,1,3,44.97,4,1
order_659,539.92,Approved,3626.844640334124,2,8,539.9200000000001,4,2
order_660,2602.77,Approved,8310.681639209102,4,23,2602.77,4,4
order_661,157.95,Approved,28579.140257143645,2,5,157.95,4,2
order_662,387.94,Approved,15887.940080269156,3,6,387.94,4,3
order_663,37.98,Rejected,49701.988012800786,1,2,37.98,2,1
order_664,759.91,Approved,6804.126548361617,3,9,759.9100000000001,4,3
order_665,179.97,Approved,38457.72882098352,1,3,179.97,4,1
order_666,394.94,Approved,30709.564910905177,3,8,394.94,4,3
order_667,17.98,Approved,39746.30066232755,1,2,17.98,4,1
order_668,69.96,Approved,12058.669716186696,2,4,69.96,4,2
order_669,670.91,Approved,26606.054221380673,5,11,670.91,4,5
order_670,34.99,Approved,23075.208779548957,1,1,34.99,4,1
order_671,529.9,Approved,22693.32919694709,3,10,529.9,4,2
order_672,79.96,Approved,43148.16662548282,1,4,79.96,4,1
order_673,2566.87,Approved,49511.5317628731,4,13,2566.87,4,4
order_674,1172.4,Approved,15963.63197164866,4,11,1172.4,4,3
order_675,59.99,Approved,31430.338732535278,1,1,59.99,4,1
order_676,1444.93,Rejected,30871.914700011384,2,7,1444.93,2,1
order_677,165.95,Approved,37264.3759687427,2,5,165.95000000000002,4,2
order_678,16.99,Approved,47431.91981594352,1,1,16.99,4,1
order_679,91.98,Approved,11181.607385354015,1,2,91.98,4,1
order_680,2699.97,Approved,11340.234569964256,1,3,2699.97,4,1
order_681,82.98,Approved,33360.978722409796,2,2,82.97999999999999,4,2
order_682,73.96,Approved,8695.79757566298,2,4,73.96000000000001,4,2
order_683,474.92,Approved,9516.86386799529,3,8,474.92,4,3
order_684,1078.39,Approved,4678.178576157228,4,12,1078.39,4,4
order_685,119.94,Approved,1131.110407541401,1,6,119.94,4,1
order_686,61.96,Approved,23074.681526267417,2,4,61.96,4,2
order_687,44.95,Approved,30096.7485608586,1,5,44.95,4,1
order_688,158.97,Approved,15271.705162520353,2,3,158.97,4,2
order_689,1199.95,Approved,12342.335493245266,2,5,1199.95,4,2
order_690,354.95,Approved,35640.83566407263,3,5,354.95000000000005,4,3
order_691,56.97,Approved,35446.39034659214,1,3,56.97,4,1
order_692,179.97,Approved,23247.53499394512,1,3,179.97,4,1
order_693,2629.79,Approved,34681.8610834909,5,21,2629.79,4,5
order_694,51.96,Approved,46271.64117964489,1,4,51.96,4,1
order_695,39.99,Approved,39603.57330568984,1,1,39.99,4,1
order_696,826.87,Approved,31627.84235104687,4,13,826.8700000000001,4,3
order_697,559.92,Approved,33397.96909981502,1,8,559.92,4,1
order_698,963.93,Approved,46749.75446383015,3,7,963.9300000000001,4,3
order_699,138.97,Approved,21831.80933910637,2,3,138.97,4,2
order_700,18.99,Approved,27683.556556818356,1,1,18.99,4,1
order_701,44.97,Approved,32734.101446721557,1,3,44.97,4,1
order_702,17.97,Approved,45512.1608154177,1,3,17.97,4,1
order_703,61.98,Approved,41504.92682285292,2,2,61.980000000000004,4,2
order_704,144.96,Approved,4499.0820059348935,2,4,144.96,4,1
order_705,128.91,Approved,9130.21667181551,2,9,128.91,4,2
order_706,275.94,Rejected,16072.978818097394,1,6,275.94,2,1
order_707,24.99,Approved,37698.92838141154,1,1,24.99,4,1
order_708,849.93,Approved,28891.145416635525,2,7,849.9300000000001,4,1
order_709,76.93,Approved,15141.918826986246,2,7,76.93,4,2
order_710,955.88,Approved,7093.329250560703,3,12,955.8800000000001,4,2
order_711,749.89,Approved,34745.22156939259,4,13,749.89,4,3
order_712,449.95,Approved,35286.95056381015,1,5,449.95,4,1
order_713,134.96,Approved,47191.135796457995,2,4,134.96,4,2
order_714,791.86,Approved,25523.13667877835,4,14,791.86,4,4
order_715,84.97,Rejected,25195.96574790913,2,3,84.97,2,2
order_716,149.97,Rejected,4941.6507430657475,2,3,149.97,3,2
order_717,224.91,Approved,2953.1784249970397,1,9,224.91,4,1
order_718,5.99,Approved,22169.404543877856,1,1,5.99,4,1
order_719,1169.91,Approved,16793.757584556697,2,9,1169.91,4,2
order_720,287.91,Approved,13268.027218188192,3,9,287.90999999999997,4,3
order_721,89.9,Approved,5475.017444918275,1,10,89.9,4,1
order_722,749.97,Approved,48133.644007449,1,3,749.97,4,1
order_723,44.97,Approved,41961.972081402884,1,3,44.97,4,1
order_724,299.98,Approved,29184.756351776592,1,2,299.98,4,1
order_725,119.97,Approved,47588.527612511265,1,3,119.97,4,1
order_726,47.97,Approved,49979.04842699512,1,3,47.97,4,1
order_727,12.5,Rejected,33941.797630858724,1,1,12.5,2,1
order_728,39.99,Approved,14206.04027238564,1,1,39.99,4,1
order_729,38.97,Approved,2971.3519840861927,1,3,38.97,4,1
order_730,132.47,Approved,38057.172690215295,2,4,132.47,4,2
order_731,99.96,Approved,24054.540339330044,1,4,99.96,4,1
order_732,6299.93,Approved,32923.96498225063,1,7,6299.93,4,1
order_733,929.93,Approved,45887.56660841161,2,7,929.9300000000001,4,2
order_734,1877.9,Approved,9892.96821393317,3,10,1877.9,4,2
order_735,87.5,Approved,29681.151638614865,1,7,87.5,4,1
order_736,129.92,Rejected,32104.451253250256,2,8,129.92000000000002,3,2
order_737,2264.76,Approved,25094.564307359655,5,24,2264.76,4,4
order_738,887.93,Approved,5470.877908397532,4,7,887.9300000000001,4,4
order_739,530.87,Approved,18050.091758437873,5,13,530.87,4,5
order_740,51.96,Approved,17332.11128958951,1,4,51.96,4,1
order_741,119.97,Approved,33836.54196653808,1,3,119.97,4,1
order_742,629.94,Approved,43028.92162561728,2,6,629.94,4,2
order_743,139.95,Approved,17160.379515369306,2,5,139.95,4,2
order_744,7379.8,Approved,34990.01002518819,4,20,7379.799999999999,4,3
order_745,71.92,Approved,15122.671972711332,1,8,71.92,4,1
order_746,14.99,Approved,47314.48343859732,1,1,14.99,4,1
order_747,96.48,Approved,40864.73570216066,3,5,96.47999999999999,4,2
order_748,123.97,Approved,27954.73383961736,2,3,123.97,4,2
order_749,62.5,Approved,23286.46952148474,1,5,62.5,4,1
order_750,208.94,Approved,16411.340701338228,2,6,208.94,4,2
order_751,16.99,Approved,16840.41552752374,1,1,16.99,4,1
order_752,399.98,Approved,48539.05161362028,1,2,399.98,4,1
order_753,39.98,Approved,20804.577793036537,1,2,39.98,4,1
order_754,499.98,Approved,26215.21636412615,1,2,499.98,4,1
order_755,167.85,Approved,49417.84152430595,3,15,167.85,4,2
order_756,79.98,Approved,33225.358937673314,1,2,79.98,4,1
order_757,513.88,Approved,27587.086123502555,5,12,513.88,4,4
order_758,75.96,Approved,21249.130969166752,1,4,75.96,4,1
order_759,69.98,Approved,10191.54452833183,1,2,69.98,4,1
order_760,119.97,Approved,18727.188598432087,1,3,119.97,4,1
order_761,1210.85,Approved,38065.71454872311,3,15,1210.8500000000001,4,3
order_762,269.97,Approved,31645.028365105438,1,3,269.97,4,1
order_763,29.98,Approved,38239.53626698983,1,2,29.98,4,1
order_764,299.98,Approved,10974.35367916342,1,2,299.98,4,1
order_765,93.89,Approved,27911.76231518125,2,11,93.89,4,2
order_766,752.89,Rejected,46455.96528137794,3,11,752.8900000000001,2,3
order_767,89.94,Approved,22467.688658546533,1,6,89.94,4,1
order_768,31.98,Approved,35214.25142698644,1,2,31.98,4,1
order_769,95.94,Approved,6949.878084768372,1,6,95.94,4,1
order_770,799.96,Approved,48684.19397526303,1,4,799.96,4,1
order_771,297.91,Approved,30834.711687016283,3,9,297.90999999999997,4,3
order_772,12.99,Approved,12725.575654054868,1,1,12.99,4,1
order_773,699.96,Approved,8760.530026456388,2,4,699.96,4,2
order_774,65.96,Approved,27991.11134313083,2,4,65.96,4,2
order_775,899.97,Approved,28060.31904363292,2,3,899.97,4,2
order_776,1191.86,Approved,5567.2508627946045,3,14,1191.8600000000001,4,3
order_777,149.95,Rejected,49620.59983036576,1,5,149.95,2,1
order_778,64.95,Approved,45733.56404572423,1,5,64.95,4,1
order_779,316.97,Approved,23610.946814760387,2,3,316.97,4,2
order_780,284.39,Approved,6755.84130538832,5,12,284.39,4,5
order_781,163.97,Approved,41775.01551467616,2,3,163.97,4,2
order_782,851.89,Approved,25420.399730652567,2,11,851.8900000000001,4,2
order_783,74.97,Rejected,36113.56297359776,1,3,74.97,2,1
order_784,39.99,Approved,25934.728738406076,1,1,39.99,4,1
order_785,17.98,Approved,14397.819938950435,1,2,17.98,4,1
order_786,899.99,Approved,41901.47333325802,1,1,899.99,4,1
order_787,33.98,Approved,49031.9869975654,1,2,33.98,4,1
order_788,35.96,Approved,12942.81439768178,1,4,35.96,4,1
order_789,296.95,Approved,28011.988767143015,2,5,296.95,4,1
order_790,17.98,Approved,19795.714649110345,1,2,17.98,4,1
order_791,45.99,Approved,46171.53934664653,1,1,45.99,4,1
order_792,54.95,Approved,25903.803688051805,3,5,54.95,4,2
order_793,47.93,Approved,44086.98650217733,2,7,47.93,4,2
order_794,275.94,Approved,43337.319787000815,1,6,275.94,4,1
order_795,564.87,Approved,14536.122738280008,3,13,564.87,4,3
order_796,772.87,Approved,39710.302918152556,5,13,772.87,4,5
order_797,4586.76,Approved,21332.178754015913,5,24,4586.759999999999,4,4
order_798,106.95,Approved,46778.17129044348,2,5,106.94999999999999,4,2
order_799,12.99,Approved,25879.146114673167,1,1,12.99,4,1
order_800,1409.85,Approved,41206.92418609334,3,15,1409.8500000000001,4,3
order_801,12.5,Approved,14859.110180858504,1,1,12.5,4,1
order_802,1110.91,Approved,15629.236638816592,3,15,1110.91,4,3
order_803,947.89,Approved,29759.948398293895,3,11,947.89,4,3
order_804,205.95,Approved,49946.2143282376,2,5,205.95,4,2
order_805,599.97,Approved,24992.376986129348,1,3,599.97,4,1
order_806,108.93,Approved,8281.175500756666,2,7,108.93,4,2
order_807,80.95,Approved,27390.44830748981,3,5,80.94999999999999,4,3
order_808,12.5,Rejected,17911.073142957368,1,1,12.5,2,1
order_809,17.98,Approved,28043.95343646974,1,2,17.98,4,1
order_810,609.88,Approved,27628.073084974978,3,12,609.88,4,3
order_811,164.94,Approved,23311.88622645855,3,6,164.94,4,3
order_812,181.93,Approved,16767.090161222834,2,7,181.92999999999998,4,2
order_813,49.98,Approved,10243.966311648166,1,2,49.98,4,1
order_814,7342.85,Approved,35177.42295340799,4,15,7342.849999999999,4,4
order_815,34.99,Approved,29018.084457260156,1,1,34.99,4,1
order_816,42.97,Approved,12444.559856836762,2,3,42.97,4,2
order_817,2849.96,Approved,39001.67927986368,2,4,2849.96,4,2
order_818,37.98,Approved,3138.717655767794,1,2,37.98,4,1
order_819,69.98,Approved,37490.5524266946,1,2,69.98,4,1
order_820,1849.96,Approved,35556.16617022512,2,4,1849.96,4,2
order_821,1272.82,Rejected,40759.03622567897,5,18,1272.8200000000002,2,5
order_822,29.95,Approved,19917.858872058136,1,5,29.95,4,1
order_823,95.93,Approved,33520.7526447422,4,7,95.92999999999999,4,3
order_824,1144.92,Approved,41216.6300337682,5,8,1144.92,4,5
order_825,416.97,Approved,49060.088794329466,2,3,416.97,4,2
order_826,153.9,Approved,25271.103831204753,2,10,153.89999999999998,4,2
order_827,130.9,Approved,2813.960955933233,3,10,130.9,4,3
order_828,39.98,Approved,25612.266356515327,1,2,39.98,4,1
order_829,1049.92,Approved,29918.841036168786,2,8,1049.92,4,2
order_830,63.96,Approved,43615.315354748556,1,4,63.96,4,1
order_831,453.93,Approved,43835.32832866111,2,7,453.93,4,2
order_832,250.97,Approved,22575.00427876318,3,5,250.97000000000003,4,3
order_833,1169.95,Approved,26771.60325357051,3,5,1169.95,4,3
order_834,119.94,Rejected,23389.47564923787,1,6,119.94,2,1
order_835,423.95,Approved,36399.74755096149,2,5,423.95000000000005,4,2
order_836,5.99,Approved,21088.952367571856,1,1,5.99,4,1
order_837,124.95,Approved,33084.28499495896,1,5,124.95,4,1
order_838,553.92,Approved,8563.699719805893,2,8,553.9200000000001,4,2
order_839,211.91,Approved,24005.039448251864,3,9,211.91,4,2
order_840,1769.94,Approved,48490.97789813664,2,6,1769.94,4,2
