order_id,item_id,quantity,unit_price,line_total
order_378,I002,3,12.5,37.5
order_378,I017,8,12.99,103.92
order_378,I004,6,15.99,95.94
order_379,I002,9,12.5,112.5
order_380,I013,1,149.99,149.99
order_381,I003,1,5.99,5.99
order_381,I019,1,34.99,34.99
order_381,I011,1,199.99,199.99
order_382,I001,6,8.99,53.94
order_383,I016,1,19.99,19.99
order_383,I003,4,5.99,23.96
order_384,I024,2,16.99,33.98
order_385,I018,3,24.99,74.97
order_386,I022,1,45.99,45.99
order_386,I006,2,29.99,59.98
order_387,I015,4,39.99,159.96
order_388,I019,6,34.99,209.94
order_388,I016,10,19.99,199.9
order_389,I020,1,14.99,14.99
order_390,I001,3,8.99,26.97
order_390,I022,4,45.99,183.96
order_391,I023,2,69.99,139.98
order_391,I003,2,5.99,11.98
order_391,I020,10,14.99,149.9
order_392,I008,6,89.99,539.94
order_392,I020,5,14.99,74.95
order_393,I013,1,149.99,149.99
order_393,I016,1,19.99,19.99
order_393,I018,4,24.99,99.96
order_393,I010,6,59.99,359.94
order_394,I013,3,149.99,449.97
order_395,I013,1,149.99,149.99
order_396,I011,3,199.99,599.97
order_396,I007,2,12.99,25.98
order_397,I007,1,12.99,12.99
order_397,I024,1,16.99,16.99
order_397,I017,6,12.99,77.94
order_397,I001,1,8.99,8.99
order_398,I007,2,12.99,25.98
order_398,I013,4,149.99,599.96
order_398,I022,1,45.99,45.99
order_398,I020,2,14.99,29.98
order_399,I005,8,899.99,7199.92
order_400,I002,2,12.5,25.0
order_401,I004,8,15.99,127.92
order_401,I007,6,12.99,77.94
order_402,I008,1,89.99,89.99
order_403,I016,4,19.99,79.96
order_404,I023,7,69.99,489.93
order_404,I015,4,39.99,159.96
order_404,I004,4,15.99,63.96
order_405,I021,2,18.99,37.98
order_405,I003,5,5.99,29.95
order_406,I023,4,69.99,279.96
order_406,I002,7,12.5,87.5
order_407,I008,1,89.99,89.99
order_408,I019,1,34.99,34.99
order_409,I019,6,34.99,209.94
order_409,I005,6,899.99,5399.94
order_410,I021,4,18.99,75.96
order_411,I008,1,89.99,89.99
order_411,I005,3,899.99,2699.97
order_411,I022,5,45.99,229.95
order_412,I019,1,34.99,34.99
order_413,I024,3,16.99,50.97
order_413,I015,4,39.99,159.96
order_413,I008,2,89.99,179.98
order_414,I010,8,59.99,479.92
order_415,I012,1,349.99,349.99
order_415,I016,2,19.99,39.98
order_415,I015,2,39.99,79.98
order_415,I002,2,12.5,25.0
order_415,I009,3,249.99,749.97
order_416,I016,2,19.99,39.98
order_416,I019,1,34.99,34.99
order_416,I007,5,12.99,64.95
order_417,I013,1,149.99,149.99
order_418,I009,2,249.99,499.98
order_418,I020,7,14.99,104.93
order_418,I010,3,59.99,179.97
order_418,I022,3,45.99,137.97
order_419,I006,2,29.99,59.98
order_420,I023,6,69.99,419.94
order_420,I024,5,16.99,84.95
order_420,I014,3,129.99,389.97
order_420,I020,6,14.99,89.94
order_420,I009,4,249.99,999.96
order_421,I015,5,39.99,199.95
order_421,I003,3,5.99,17.97
order_422,I022,1,45.99,45.99
order_422,I009,3,249.99,749.97
order_423,I012,5,349.99,1749.95
order_424,I008,2,89.99,179.98
order_424,I010,7,59.99,419.93
order_425,I003,8,5.99,47.92
order_426,I021,5,18.99,94.95
order_427,I003,3,5.99,17.97
order_428,I020,3,14.99,44.97
order_428,I005,8,899.99,7199.92
order_429,I017,1,12.99,12.99
order_429,I005,3,899.99,2699.97
order_430,I020,1,14.99,14.99
order_430,I006,3,29.99,89.97
order_431,I007,1,12.99,12.99
order_432,I017,7,12.99,90.93
order_433,I017,1,12.99,12.99
order_433,I018,2,24.99,49.98
order_434,I024,1,16.99,16.99
order_435,I005,3,899.99,2699.97
order_436,I016,2,19.99,39.98
order_437,I017,1,12.99,12.99
order_438,I008,4,89.99,359.96
order_439,I012,2,349.99,699.98
order_440,I001,1,8.99,8.99
order_441,I015,5,39.99,199.95
order_441,I004,3,15.99,47.97
order_441,I003,6,5.99,35.94
order_442,I009,1,249.99,249.99
order_443,I013,2,149.99,299.98
order_443,I003,1,5.99,5.99
order_444,I008,1,89.99,89.99
order_444,I021,2,18.99,37.98
order_445,I010,1,59.99,59.99
order_446,I006,3,29.99,89.97
order_447,I001,3,8.99,26.97
order_447,I014,3,129.99,389.97
order_448,I007,4,12.99,51.96
order_449,I004,5,15.99,79.95
order_449,I011,3,199.99,599.97
order_449,I005,2,899.99,1799.98
order_449,I020,3,14.99,44.97
order_450,I019,1,34.99,34.99
order_450,I018,5,24.99,124.95
order_451,I001,1,8.99,8.99
order_452,I005,1,899.99,899.99
order_452,I011,4,199.99,799.96
order_453,I004,3,15.99,47.97
order_453,I020,10,14.99,149.9
order_453,I003,2,5.99,11.98
order_454,I009,2,249.99,499.98
order_454,I005,4,899.99,3599.96
order_455,I017,1,12.99,12.99
order_455,I015,5,39.99,199.95
order_456,I011,2,199.99,399.98
order_457,I014,1,129.99,129.99
order_457,I004,1,15.99,15.99
order_457,I006,1,29.99,29.99
order_458,I019,1,34.99,34.99
order_458,I017,2,12.99,25.98
order_459,I004,1,15.99,15.99
order_459,I023,4,69.99,279.96
order_460,I006,9,29.99,269.91
order_461,I011,3,199.99,599.97
order_462,I008,3,89.99,269.97
order_463,I012,2,349.99,699.98
order_464,I005,1,899.99,899.99
order_465,I007,3,12.99,38.97
order_466,I017,3,12.99,38.97
order_467,I008,3,89.99,269.97
order_467,I015,3,39.99,119.97
order_468,I012,2,349.99,699.98
order_468,I020,4,14.99,59.96
order_469,I014,2,129.99,259.98
order_469,I002,3,12.5,37.5
order_470,I023,7,69.99,489.93
order_471,I005,3,899.99,2699.97
order_471,I015,5,39.99,199.95
order_472,I006,7,29.99,209.93
order_473,I012,1,349.99,349.99
order_474,I013,2,149.99,299.98
order_475,I017,2,12.99,25.98
order_476,I001,2,8.99,17.98
order_476,I011,2,199.99,399.98
order_476,I024,2,16.99,33.98
order_476,I014,1,129.99,129.99
order_476,I005,1,899.99,899.99
order_477,I004,1,15.99,15.99
order_477,I018,1,24.99,24.99
order_477,I002,8,12.5,100.0
order_477,I019,1,34.99,34.99
order_478,I003,4,5.99,23.96
order_479,I005,7,899.99,6299.93
order_479,I012,6,349.99,2099.94
order_479,I002,10,12.5,125.0
order_480,I023,2,69.99,139.98
order_480,I019,1,34.99,34.99
order_480,I014,7,129.99,909.93
order_480,I008,2,89.99,179.98
order_481,I022,4,45.99,183.96
order_482,I002,2,12.5,25.0
order_483,I017,7,12.99,90.93
order_483,I024,5,16.99,84.95
order_484,I018,4,24.99,99.96
order_485,I011,1,199.99,199.99
order_486,I019,4,34.99,139.96
order_486,I006,7,29.99,209.93
order_486,I003,5,5.99,29.95
order_487,I005,5,899.99,4499.95
order_488,I015,3,39.99,119.97
order_489,I021,4,18.99,75.96
order_489,I005,2,899.99,1799.98
order_490,I003,5,5.99,29.95
order_490,I006,5,29.99,149.95
order_491,I017,5,12.99,64.95
order_492,I024,9,16.99,152.91
order_493,I007,1,12.99,12.99
order_494,I002,2,12.5,25.0
order_494,I022,3,45.99,137.97
order_494,I021,8,18.99,151.92
order_495,I023,1,69.99,69.99
order_496,I021,7,18.99,132.93
order_497,I008,3,89.99,269.97
order_498,I003,2,5.99,11.98
order_498,I001,4,8.99,35.96
order_498,I016,6,19.99,119.94
order_499,I005,1,899.99,899.99
order_499,I010,3,59.99,179.97
order_499,I013,2,149.99,299.98
order_500,I014,1,129.99,129.99
order_501,I020,4,14.99,59.96
order_501,I023,2,69.99,139.98
order_502,I018,6,24.99,149.94
order_503,I017,3,12.99,38.97
order_504,I016,6,19.99,119.94
order_505,I019,5,34.99,174.95
order_505,I022,1,45.99,45.99
order_506,I023,4,69.99,279.96
order_506,I015,3,39.99,119.97
order_507,I006,3,29.99,89.97
order_507,I019,1,34.99,34.99
order_507,I023,1,69.99,69.99
order_507,I015,1,39.99,39.99
order_507,I022,4,45.99,183.96
order_508,I016,3,19.99,59.97
order_508,I009,1,249.99,249.99
order_508,I004,6,15.99,95.94
order_508,I021,6,18.99,113.94
order_509,I019,5,34.99,174.95
order_510,I012,3,349.99,1049.97
order_510,I016,5,19.99,99.95
order_510,I018,2,24.99,49.98
order_511,I018,7,24.99,174.93
order_512,I008,8,89.99,719.92
order_513,I021,4,18.99,75.96
order_514,I006,1,29.99,29.99
order_514,I002,6,12.5,75.0
order_515,I021,2,18.99,37.98
order_515,I017,3,12.99,38.97
order_516,I006,1,29.99,29.99
order_517,I008,4,89.99,359.96
order_518,I019,7,34.99,244.93
order_519,I010,4,59.99,239.96
order_519,I021,3,18.99,56.97
order_520,I002,3,12.5,37.5
order_520,I017,5,12.99,64.95
order_520,I008,10,89.99,899.9
order_521,I007,1,12.99,12.99
order_522,I005,1,899.99,899.99
order_523,I016,1,19.99,19.99
order_524,I013,1,149.99,149.99
order_524,I002,1,12.5,12.5
order_524,I020,3,14.99,44.97
order_525,I020,10,14.99,149.9
order_525,I004,4,15.99,63.96
order_525,I003,4,5.99,23.96
order_525,I022,4,45.99,183.96
order_526,I007,6,12.99,77.94
order_526,I005,4,899.99,3599.96
order_527,I009,1,249.99,249.99
order_528,I006,1,29.99,29.99
order_528,I003,3,5.99,17.97
order_528,I018,5,24.99,124.95
order_528,I009,1,249.99,249.99
order_529,I015,1,39.99,39.99
order_529,I003,1,5.99,5.99
order_530,I021,6,18.99,113.94
order_530,I009,3,249.99,749.97
order_530,I014,2,129.99,259.98
order_531,I012,2,349.99,699.98
order_531,I002,2,12.5,25.0
order_531,I008,6,89.99,539.94
order_532,I002,1,12.5,12.5
order_532,I008,2,89.99,179.98
order_532,I020,9,14.99,134.91
order_532,I010,3,59.99,179.97
order_532,I012,7,349.99,2449.93
order_533,I020,1,14.99,14.99
order_533,I014,3,129.99,389.97
order_533,I010,1,59.99,59.99
order_534,I015,7,39.99,279.93
order_534,I013,3,149.99,449.97
order_534,I020,1,14.99,14.99
order_535,I010,1,59.99,59.99
order_536,I012,2,349.99,699.98
order_536,I010,1,59.99,59.99
order_536,I013,6,149.99,899.94
order_536,I014,6,129.99,779.94
order_537,I011,5,199.99,999.95
order_537,I015,9,39.99,359.91
order_538,I003,2,5.99,11.98
order_538,I001,4,8.99,35.96
order_539,I009,1,249.99,249.99
order_540,I001,1,8.99,8.99
order_541,I005,2,899.99,1799.98
order_541,I003,3,5.99,17.97
order_542,I013,3,149.99,449.97
order_542,I003,1,5.99,5.99
order_543,I021,2,18.99,37.98
order_544,I015,4,39.99,159.96
order_544,I023,3,69.99,209.97
order_545,I001,8,8.99,71.92
order_545,I020,2,14.99,29.98
order_546,I011,6,199.99,1199.94
order_546,I024,5,16.99,84.95
order_546,I007,7,12.99,90.93
order_547,I004,1,15.99,15.99
order_548,I006,5,29.99,149.95
order_549,I015,1,39.99,39.99
order_549,I022,1,45.99,45.99
order_550,I016,1,19.99,19.99
order_550,I018,1,24.99,24.99
order_550,I012,1,349.99,349.99
order_550,I024,9,16.99,152.91
order_551,I015,1,39.99,39.99
order_551,I019,1,34.99,34.99
order_551,I002,1,12.5,12.5
order_552,I005,3,899.99,2699.97
order_552,I024,1,16.99,16.99
order_553,I010,1,59.99,59.99
order_554,I004,5,15.99,79.95
order_554,I010,7,59.99,419.93
order_555,I001,1,8.99,8.99
order_556,I007,6,12.99,77.94
order_557,I012,1,349.99,349.99
order_557,I010,8,59.99,479.92
order_558,I010,4,59.99,239.96
order_558,I016,4,19.99,79.96
order_558,I008,1,89.99,89.99
order_559,I012,1,349.99,349.99
order_560,I015,5,39.99,199.95
order_560,I013,2,149.99,299.98
order_561,I018,5,24.99,124.95
order_561,I021,2,18.99,37.98
order_561,I015,2,39.99,79.98
order_562,I011,5,199.99,999.95
order_562,I008,2,89.99,179.98
order_562,I012,3,349.99,1049.97
order_563,I006,1,29.99,29.99
order_564,I024,3,16.99,50.97
order_565,I022,1,45.99,45.99
order_565,I009,4,249.99,999.96
order_565,I018,1,24.99,24.99
order_566,I017,2,12.99,25.98
order_567,I020,2,14.99,29.98
order_568,I006,5,29.99,149.95
order_569,I002,5,12.5,62.5
order_570,I012,10,349.99,3499.9
order_571,I004,2,15.99,31.98
order_571,I010,1,59.99,59.99
order_571,I019,4,34.99,139.96
order_571,I015,3,39.99,119.97
order_572,I019,2,34.99,69.98
order_572,I012,2,349.99,699.98
order_572,I005,1,899.99,899.99
order_572,I013,3,149.99,449.97
order_573,I013,4,149.99,599.96
order_574,I014,2,129.99,259.98
order_575,I007,4,12.99,51.96
order_575,I011,1,199.99,199.99
order_575,I017,1,12.99,12.99
order_575,I019,7,34.99,244.93
order_575,I024,3,16.99,50.97
order_576,I012,2,349.99,699.98
order_576,I019,3,34.99,104.97
order_576,I014,3,129.99,389.97
order_576,I015,4,39.99,159.96
order_576,I022,1,45.99,45.99
order_577,I023,4,69.99,279.96
order_577,I003,3,5.99,17.97
order_578,I015,6,39.99,239.94
order_578,I007,6,12.99,77.94
order_578,I005,8,899.99,7199.92
order_579,I022,1,45.99,45.99
order_579,I013,1,149.99,149.99
order_579,I024,1,16.99,16.99
order_580,I010,3,59.99,179.97
order_580,I006,5,29.99,149.95
order_581,I006,7,29.99,209.93
order_581,I008,1,89.99,89.99
order_582,I022,5,45.99,229.95
order_582,I012,4,349.99,1399.96
order_582,I011,3,199.99,599.97
order_583,I002,1,12.5,12.5
order_584,I013,5,149.99,749.95
order_584,I012,1,349.99,349.99
order_584,I017,1,12.99,12.99
order_584,I015,2,39.99,79.98
order_585,I008,1,89.99,89.99
order_586,I001,7,8.99,62.93
order_587,I012,2,349.99,699.98
order_587,I011,2,199.99,399.98
order_587,I019,1,34.99,34.99
order_588,I005,1,899.99,899.99
order_588,I001,1,8.99,8.99
order_589,I013,1,149.99,149.99
order_590,I011,9,199.99,1799.91
order_590,I010,4,59.99,239.96
order_591,I013,3,149.99,449.97
order_591,I007,6,12.99,77.94
order_592,I005,3,899.99,2699.97
order_592,I001,2,8.99,17.98
order_592,I011,1,199.99,199.99
order_592,I022,4,45.99,183.96
order_593,I013,1,149.99,149.99
order_593,I018,1,24.99,24.99
order_593,I002,7,12.5,87.5
order_594,I008,6,89.99,539.94
order_595,I014,9,129.99,1169.91
order_595,I008,1,89.99,89.99
order_595,I021,3,18.99,56.97
order_595,I015,1,39.99,39.99
order_595,I005,3,899.99,2699.97
order_596,I016,3,19.99,59.97
order_596,I003,9,5.99,53.91
order_596,I013,6,149.99,899.94
order_597,I023,3,69.99,209.97
order_598,I006,4,29.99,119.96
order_599,I024,1,16.99,16.99
order_599,I020,7,14.99,104.93
order_599,I002,1,12.5,12.5
order_599,I021,5,18.99,94.95
order_600,I007,6,12.99,77.94
order_600,I022,4,45.99,183.96
order_601,I020,5,14.99,74.95
order_602,I006,7,29.99,209.93
order_603,I011,2,199.99,399.98
order_604,I017,2,12.99,25.98
order_605,I018,5,24.99,124.95
order_605,I011,4,199.99,799.96
order_605,I002,2,12.5,25.0
order_605,I001,6,8.99,53.94
order_605,I008,3,89.99,269.97
order_606,I023,1,69.99,69.99
order_607,I014,1,129.99,129.99
order_607,I015,1,39.99,39.99
order_607,I011,1,199.99,199.99
order_608,I021,4,18.99,75.96
order_609,I006,4,29.99,119.96
order_609,I007,4,12.99,51.96
order_609,I021,8,18.99,151.92
order_610,I011,2,199.99,399.98
order_611,I012,1,349.99,349.99
order_611,I013,2,149.99,299.98
order_612,I009,1,249.99,249.99
order_613,I008,4,89.99,359.96
order_613,I021,10,18.99,189.9
order_614,I019,1,34.99,34.99
order_615,I004,2,15.99,31.98
order_615,I002,3,12.5,37.5
order_615,I006,2,29.99,59.98
order_616,I008,1,89.99,89.99
order_617,I001,6,8.99,53.94
order_617,I009,1,249.99,249.99
order_617,I024,5,16.99,84.95
order_618,I018,1,24.99,24.99
order_618,I020,2,14.99,29.98
order_619,I023,4,69.99,279.96
order_620,I019,8,34.99,279.92
order_621,I022,5,45.99,229.95
order_621,I007,1,12.99,12.99
order_622,I015,1,39.99,39.99
order_622,I024,6,16.99,101.94
order_623,I003,1,5.99,5.99
order_623,I023,4,69.99,279.96
order_623,I006,4,29.99,119.96
order_623,I011,1,199.99,199.99
order_623,I004,1,15.99,15.99
order_624,I001,1,8.99,8.99
order_625,I006,6,29.99,179.94
order_626,I017,5,12.99,64.95
order_626,I004,5,15.99,79.95
order_627,I021,6,18.99,113.94
order_628,I005,1,899.99,899.99
order_629,I005,6,899.99,5399.94
order_629,I016,1,19.99,19.99
order_629,I013,8,149.99,1199.92
order_629,I017,1,12.99,12.99
order_630,I024,9,16.99,152.91
order_631,I003,2,5.99,11.98
order_631,I007,6,12.99,77.94
order_631,I021,3,18.99,56.97
order_631,I005,1,899.99,899.99
order_631,I011,3,199.99,599.97
order_632,I007,5,12.99,64.95
order_632,I018,1,24.99,24.99
order_632,I008,7,89.99,629.93
order_632,I010,1,59.99,59.99
order_632,I019,1,34.99,34.99
order_633,I007,1,12.99,12.99
order_633,I004,1,15.99,15.99
order_634,I021,6,18.99,113.94
order_634,I007,3,12.99,38.97
order_634,I019,3,34.99,104.97
order_634,I022,1,45.99,45.99
order_635,I003,1,5.99,5.99
order_636,I021,6,18.99,113.94
order_637,I007,6,12.99,77.94
order_637,I009,2,249.99,499.98
order_637,I002,1,12.5,12.5
order_637,I016,2,19.99,39.98
order_637,I013,3,149.99,449.97
order_638,I002,6,12.5,75.0
order_638,I001,1,8.99,8.99
order_638,I009,6,249.99,1499.94
order_638,I008,1,89.99,89.99
order_639,I001,1,8.99,8.99
order_640,I004,5,15.99,79.95
order_640,I015,6,39.99,239.94
order_640,I016,5,19.99,99.95
order_640,I020,4,14.99,59.96
order_641,I008,2,89.99,179.98
order_641,I001,2,8.99,17.98
order_641,I020,4,14.99,59.96
order_641,I012,2,349.99,699.98
order_641,I023,1,69.99,69.99
order_642,I018,5,24.99,124.95
order_642,I002,4,12.5,50.0
order_643,I008,1,89.99,89.99
order_643,I003,2,5.99,11.98
order_643,I009,4,249.99,999.96
order_643,I021,3,18.99,56.97
order_644,I015,10,39.99,399.9
order_644,I002,1,12.5,12.5
order_645,I011,1,199.99,199.99
order_645,I014,1,129.99,129.99
order_645,I005,2,899.99,1799.98
order_645,I001,1,8.99,8.99
order_646,I022,1,45.99,45.99
order_646,I020,2,14.99,29.98
order_646,I004,2,15.99,31.98
order_646,I024,2,16.99,33.98
order_646,I012,5,349.99,1749.95
order_647,I014,3,129.99,389.97
order_647,I007,3,12.99,38.97
order_647,I021,2,18.99,37.98
order_648,I016,1,19.99,19.99
order_648,I002,2,12.5,25.0
order_648,I004,2,15.99,31.98
order_648,I005,5,899.99,4499.95
order_648,I020,1,14.99,14.99
order_649,I016,3,19.99,59.97
order_650,I006,3,29.99,89.97
order_651,I013,6,149.99,899.94
order_651,I012,2,349.99,699.98
order_651,I022,3,45.99,137.97
order_651,I001,1,8.99,8.99
order_652,I013,4,149.99,599.96
order_652,I020,1,14.99,14.99
order_652,I022,1,45.99,45.99
order_653,I024,1,16.99,16.99
order_653,I015,1,39.99,39.99
order_654,I011,2,199.99,399.98
order_654,I024,5,16.99,84.95
order_654,I014,5,129.99,649.95
order_655,I003,1,5.99,5.99
order_656,I024,1,16.99,16.99
order_657,I024,1,16.99,16.99
order_657,I015,3,39.99,119.97
order_657,I009,2,249.99,499.98
order_657,I021,4,18.99,75.96
order_658,I020,3,14.99,44.97
order_659,I015,6,39.99,239.94
order_659,I013,2,149.99,299.98
order_660,I011,5,199.99,999.95
order_660,I009,4,249.99,999.96
order_660,I024,9,16.99,152.91
order_660,I008,5,89.99,449.95
order_661,I021,2,18.99,37.98
order_661,I015,3,39.99,119.97
order_662,I001,1,8.99,8.99
order_662,I008,4,89.99,359.96
order_662,I021,1,18.99,18.99
order_663,I021,2,18.99,37.98
order_664,I013,1,149.99,149.99
order_664,I008,6,89.99,539.94
order_664,I019,2,34.99,69.98
order_665,I010,3,59.99,179.97
order_666,I016,1,19.99,19.99
order_666,I023,5,69.99,349.95
order_666,I002,2,12.5,25.0
order_667,I001,2,8.99,17.98
order_668,I021,3,18.99,56.97
order_668,I017,1,12.99,12.99
order_669,I006,2,29.99,59.98
order_669,I002,2,12.5,25.0
order_669,I008,5,89.99,449.95
order_669,I014,1,129.99,129.99
order_669,I003,1,5.99,5.99
order_670,I019,1,34.99,34.99
order_671,I022,2,45.99,91.98
order_671,I001,2,8.99,17.98
order_671,I023,6,69.99,419.94
order_672,I016,4,19.99,79.96
order_673,I008,8,89.99,719.92
order_673,I024,1,16.99,16.99
order_673,I005,2,899.99,1799.98
order_673,I020,2,14.99,29.98
order_674,I002,1,12.5,12.5
order_674,I011,5,199.99,999.95
order_674,I018,4,24.99,99.96
order_674,I010,1,59.99,59.99
order_675,I010,1,59.99,59.99
order_676,I012,4,349.99,1399.96
order_676,I020,3,14.99,44.97
order_677,I003,1,5.99,5.99
order_677,I015,4,39.99,159.96
order_678,I024,1,16.99,16.99
order_679,I022,2,45.99,91.98
order_680,I005,3,899.99,2699.97
order_681,I023,1,69.99,69.99
order_681,I017,1,12.99,12.99
order_682,I019,1,34.99,34.99
order_682,I007,3,12.99,38.97
order_683,I019,3,34.99,104.97
order_683,I023,4,69.99,279.96
order_683,I008,1,89.99,89.99
order_684,I001,3,8.99,26.97
order_684,I011,5,199.99,999.95
order_684,I017,3,12.99,38.97
order_684,I002,1,12.5,12.5
order_685,I016,6,19.99,119.94
order_686,I004,2,15.99,31.98
order_686,I020,2,14.99,29.98
order_687,I001,5,8.99,44.95
order_688,I021,1,18.99,18.99
order_688,I023,2,69.99,139.98
order_689,I009,4,249.99,999.96
order_689,I011,1,199.99,199.99
order_690,I013,1,149.99,149.99
order_690,I018,3,24.99,74.97
order_690,I014,1,129.99,129.99
order_691,I021,3,18.99,56.97
order_692,I010,3,59.99,179.97
order_693,I019,7,34.99,244.93
order_693,I011,7,199.99,1399.93
order_693,I015,1,39.99,39.99
order_693,I001,5,8.99,44.95
order_693,I005,1,899.99,899.99
order_694,I017,4,12.99,51.96
order_695,I015,1,39.99,39.99
order_696,I001,5,8.99,44.95
order_696,I013,5,149.99,749.95
order_696,I003,1,5.99,5.99
order_696,I017,2,12.99,25.98
order_697,I023,8,69.99,559.92
order_698,I008,2,89.99,179.98
order_698,I024,2,16.99,33.98
order_698,I009,3,249.99,749.97
order_699,I010,2,59.99,119.98
order_699,I021,1,18.99,18.99
order_700,I021,1,18.99,18.99
order_701,I020,3,14.99,44.97
order_702,I003,3,5.99,17.97
order_703,I004,1,15.99,15.99
order_703,I022,1,45.99,45.99
order_704,I015,3,39.99,119.97
order_704,I018,1,24.99,24.99
order_705,I021,2,18.99,37.98
order_705,I017,7,12.99,90.93
order_706,I022,6,45.99,275.94
order_707,I018,1,24.99,24.99
order_708,I018,4,24.99,99.96
order_708,I009,3,249.99,749.97
order_709,I004,2,15.99,31.98
order_709,I001,5,8.99,44.95
order_710,I003,6,5.99,35.94
order_710,I014,4,129.99,519.96
order_710,I011,2,199.99,399.98
order_711,I019,5,34.99,174.95
order_711,I002,2,12.5,25.0
order_711,I012,1,349.99,349.99
order_711,I015,5,39.99,199.95
order_712,I008,5,89.99,449.95
order_713,I020,1,14.99,14.99
order_713,I015,3,39.99,119.97
order_714,I011,3,199.99,599.97
order_714,I020,8,14.99,119.92
order_714,I022,1,45.99,45.99
order_714,I017,2,12.99,25.98
order_715,I019,1,34.99,34.99
order_715,I018,2,24.99,49.98
order_716,I008,1,89.99,89.99
order_716,I006,2,29.99,59.98
order_717,I018,9,24.99,224.91
order_718,I003,1,5.99,5.99
order_719,I008,3,89.99,269.97
order_719,I013,6,149.99,899.94
order_720,I008,2,89.99,179.98
order_720,I003,1,5.99,5.99
order_720,I024,6,16.99,101.94
order_721,I001,10,8.99,89.9
order_722,I009,3,249.99,749.97
order_723,I020,3,14.99,44.97
order_724,I013,2,149.99,299.98
order_725,I015,3,39.99,119.97
order_726,I004,3,15.99,47.97
order_727,I002,1,12.5,12.5
order_728,I015,1,39.99,39.99
order_729,I017,3,12.99,38.97
order_730,I015,3,39.99,119.97
order_730,I002,1,12.5,12.5
order_731,I018,4,24.99,99.96
order_732,I005,7,899.99,6299.93
order_733,I013,1,149.99,149.99
order_733,I014,6,129.99,779.94
order_734,I005,2,899.99,1799.98
order_734,I003,5,5.99,29.95
order_734,I004,3,15.99,47.97
order_735,I002,7,12.5,87.5
order_736,I020,3,14.99,44.97
order_736,I024,5,16.99,84.95
order_737,I024,7,16.99,118.93
order_737,I013,10,149.99,1499.9
order_737,I011,3,199.99,599.97
order_737,I001,3,8.99,26.97
order_737,I021,1,18.99,18.99
order_738,I012,2,349.99,699.98
order_738,I021,2,18.99,37.98
order_738,I015,2,39.99,79.98
order_738,I023,1,69.99,69.99
order_739,I016,3,19.99,59.97
order_739,I006,4,29.99,119.96
order_739,I020,3,14.99,44.97
order_739,I022,1,45.99,45.99
order_739,I014,2,129.99,259.98
order_740,I007,4,12.99,51.96
order_741,I015,3,39.99,119.97
order_742,I013,3,149.99,449.97
order_742,I010,3,59.99,179.97
order_743,I016,1,19.99,19.99
order_743,I006,4,29.99,119.96
order_744,I011,8,199.99,1599.92
order_744,I005,6,899.99,5399.94
order_744,I003,5,5.99,29.95
order_744,I012,1,349.99,349.99
order_745,I001,8,8.99,71.92
order_746,I020,1,14.99,14.99
order_747,I021,1,18.99,18.99
order_747,I015,1,39.99,39.99
order_747,I002,3,12.5,37.5
order_748,I008,1,89.99,89.99
order_748,I024,2,16.99,33.98
order_749,I002,5,12.5,62.5
order_750,I015,5,39.99,199.95
order_750,I001,1,8.99,8.99
order_751,I024,1,16.99,16.99
order_752,I011,2,199.99,399.98
order_753,I016,2,19.99,39.98
order_754,I009,2,249.99,499.98
order_755,I018,3,24.99,74.97
order_755,I017,3,12.99,38.97
order_755,I003,9,5.99,53.91
order_756,I015,2,39.99,79.98
order_757,I021,1,18.99,18.99
order_757,I010,1,59.99,59.99
order_757,I013,1,149.99,149.99
order_757,I020,3,14.99,44.97
order_757,I015,6,39.99,239.94
order_758,I021,4,18.99,75.96
order_759,I019,2,34.99,69.98
order_760,I015,3,39.99,119.97
order_761,I009,4,249.99,999.96
order_761,I001,4,8.99,35.96
order_761,I018,7,24.99,174.93
order_762,I008,3,89.99,269.97
order_763,I020,2,14.99,29.98
order_764,I013,2,149.99,299.98
order_765,I007,4,12.99,51.96
order_765,I003,7,5.99,41.93
order_766,I007,1,12.99,12.99
order_766,I011,3,199.99,599.97
order_766,I016,7,19.99,139.93
order_767,I020,6,14.99,89.94
order_768,I004,2,15.99,31.98
order_769,I004,6,15.99,95.94
order_770,I011,4,199.99,799.96
order_771,I001,2,8.99,17.98
order_771,I014,1,129.99,129.99
order_771,I018,6,24.99,149.94
order_772,I007,1,12.99,12.99
order_773,I013,2,149.99,299.98
order_773,I011,2,199.99,399.98
order_774,I017,2,12.99,25.98
order_774,I016,2,19.99,39.98
order_775,I012,2,349.99,699.98
order_775,I011,1,199.99,199.99
order_776,I013,7,149.99,1049.93
order_776,I017,4,12.99,51.96
order_776,I006,3,29.99,89.97
order_777,I006,5,29.99,149.95
order_778,I007,5,12.99,64.95
order_779,I013,2,149.99,299.98
order_779,I024,1,16.99,16.99
order_780,I014,1,129.99,129.99
order_780,I015,1,39.99,39.99
order_780,I006,2,29.99,59.98
order_780,I002,1,12.5,12.5
order_780,I003,7,5.99,41.93
order_781,I014,1,129.99,129.99
order_781,I024,2,16.99,33.98
order_782,I024,6,16.99,101.94
order_782,I013,5,149.99,749.95
order_783,I018,3,24.99,74.97
order_784,I015,1,39.99,39.99
order_785,I001,2,8.99,17.98
order_786,I005,1,899.99,899.99
order_787,I024,2,16.99,33.98
order_788,I001,4,8.99,35.96
order_789,I023,4,69.99,279.96
